kMessageId;PostedDateTime;TransactionType;OrderID;MerchantOrderID;AmountType;AmountDescription;Amount;QuantityPurchased;SellerSKU;MarketplaceName;SettlementID
3167734675;Mon Oct 06 2025 12:52:15 GMT+0000 (GMT);Order;303-3711532-8837153;;ItemFees;Commission;-2.61;;;Amazon.de;25671855822
3167734676;Mon Oct 06 2025 12:52:15 GMT+0000 (GMT);Order;303-3711532-8837153;;ItemFees;ShippingHB;-0.53;;;Amazon.de;25671855822
3167734677;Mon Oct 06 2025 12:52:15 GMT+0000 (GMT);Order;303-3711532-8837153;;ItemPrice;Principal;14.2;;;Amazon.de;25671855822
3167734678;Mon Oct 06 2025 12:52:15 GMT+0000 (GMT);Order;303-3711532-8837153;;ItemPrice;Tax;2.84;;;Amazon.de;25671855822
3167734679;Mon Oct 06 2025 12:52:15 GMT+0000 (GMT);Order;303-3711532-8837153;;ItemPrice;Shipping;2.87;;;Amazon.de;25671855822
3167734680;Mon Oct 06 2025 12:52:15 GMT+0000 (GMT);Order;303-3711532-8837153;;ItemPrice;ShippingTax;0.58;;;Amazon.de;25671855822
3167734681;Mon Oct 06 2025 12:52:15 GMT+0000 (GMT);Order;303-3711532-8837153;;ItemFees;Commission;-2.61;;;Amazon.de;25671855822
3167734682;Mon Oct 06 2025 12:52:15 GMT+0000 (GMT);Order;303-3711532-8837153;;ItemFees;ShippingHB;-0.53;;;Amazon.de;25671855822
3167729562;Mon Oct 06 2025 12:52:24 GMT+0000 (GMT);Order;408-2408482-1513135;;ItemPrice;Principal;32.2;;;Amazon.fr;25624439742
3167729563;Mon Oct 06 2025 12:52:24 GMT+0000 (GMT);Order;408-2408482-1513135;;ItemPrice;Shipping;8.9;;;Amazon.fr;25624439742
3167729564;Mon Oct 06 2025 12:52:24 GMT+0000 (GMT);Order;408-2408482-1513135;;ItemFees;Commission;-6.84;;;Amazon.fr;25624439742
3167729565;Mon Oct 06 2025 12:52:24 GMT+0000 (GMT);Order;408-2408482-1513135;;ItemFees;ShippingHB;-1.58;;;Amazon.fr;25624439742
3167729566;Mon Oct 06 2025 12:52:24 GMT+0000 (GMT);Order;408-2408482-1513135;;ItemFees;DigitalServicesFee;-0.16;;;Amazon.fr;25624439742
3167734732;Mon Oct 06 2025 12:52:31 GMT+0000 (GMT);Order;028-8917113-1729134;;ItemPrice;Principal;33.53;;;Amazon.de;25671855822
3167734733;Mon Oct 06 2025 12:52:31 GMT+0000 (GMT);Order;028-8917113-1729134;;ItemPrice;Tax;6.37;;;Amazon.de;25671855822
3167734734;Mon Oct 06 2025 12:52:31 GMT+0000 (GMT);Order;028-8917113-1729134;;ItemPrice;Shipping;4.12;;;Amazon.de;25671855822
3167734735;Mon Oct 06 2025 12:52:31 GMT+0000 (GMT);Order;028-8917113-1729134;;ItemPrice;ShippingTax;0.78;;;Amazon.de;25671855822
3167734736;Mon Oct 06 2025 12:52:31 GMT+0000 (GMT);Order;028-8917113-1729134;;ItemFees;Commission;-6.16;;;Amazon.de;25671855822
3167734737;Mon Oct 06 2025 12:52:31 GMT+0000 (GMT);Order;028-8917113-1729134;;ItemFees;ShippingHB;-0.76;;;Amazon.de;25671855822
3167734502;Mon Oct 06 2025 12:54:26 GMT+0000 (GMT);Order;304-7989026-4280365;;ItemPrice;Principal;21.76;;;Amazon.de;25671855822
3167734503;Mon Oct 06 2025 12:54:26 GMT+0000 (GMT);Order;304-7989026-4280365;;ItemPrice;Tax;4.14;;;Amazon.de;25671855822
3167734504;Mon Oct 06 2025 12:54:26 GMT+0000 (GMT);Order;304-7989026-4280365;;ItemPrice;Shipping;2.06;;;Amazon.de;25671855822
3167734505;Mon Oct 06 2025 12:54:26 GMT+0000 (GMT);Order;304-7989026-4280365;;ItemPrice;ShippingTax;0.39;;;Amazon.de;25671855822
3167734506;Mon Oct 06 2025 12:54:26 GMT+0000 (GMT);Order;304-7989026-4280365;;ItemFees;Commission;-4.01;;;Amazon.de;25671855822
3167734507;Mon Oct 06 2025 12:54:26 GMT+0000 (GMT);Order;304-7989026-4280365;;ItemFees;ShippingHB;-0.38;;;Amazon.de;25671855822
3167734508;Mon Oct 06 2025 12:54:26 GMT+0000 (GMT);Order;304-7989026-4280365;;ItemPrice;Principal;23.45;;;Amazon.de;25671855822
3167734509;Mon Oct 06 2025 12:54:26 GMT+0000 (GMT);Order;304-7989026-4280365;;ItemPrice;Tax;4.45;;;Amazon.de;25671855822
3167734510;Mon Oct 06 2025 12:54:26 GMT+0000 (GMT);Order;304-7989026-4280365;;ItemPrice;Shipping;2.06;;;Amazon.de;25671855822
3167734511;Mon Oct 06 2025 12:54:26 GMT+0000 (GMT);Order;304-7989026-4280365;;ItemPrice;ShippingTax;0.39;;;Amazon.de;25671855822
3167734512;Mon Oct 06 2025 12:54:26 GMT+0000 (GMT);Order;304-7989026-4280365;;ItemFees;Commission;-4.31;;;Amazon.de;25671855822
3167734513;Mon Oct 06 2025 12:54:26 GMT+0000 (GMT);Order;304-7989026-4280365;;ItemFees;ShippingHB;-0.38;;;Amazon.de;25671855822
3167734454;Mon Oct 06 2025 13:00:59 GMT+0000 (GMT);Order;306-1649954-1299560;;ItemPrice;Principal;13.03;;;Amazon.de;25671855822
3167734455;Mon Oct 06 2025 13:00:59 GMT+0000 (GMT);Order;306-1649954-1299560;;ItemPrice;Tax;2.61;;;Amazon.de;25671855822
3167734456;Mon Oct 06 2025 13:00:59 GMT+0000 (GMT);Order;306-1649954-1299560;;ItemPrice;Shipping;2.87;;;Amazon.de;25671855822
3167734457;Mon Oct 06 2025 13:00:59 GMT+0000 (GMT);Order;306-1649954-1299560;;ItemPrice;ShippingTax;0.58;;;Amazon.de;25671855822
3167734458;Mon Oct 06 2025 13:00:59 GMT+0000 (GMT);Order;306-1649954-1299560;;ItemFees;Commission;-2.39;;;Amazon.de;25671855822
3167734459;Mon Oct 06 2025 13:00:59 GMT+0000 (GMT);Order;306-1649954-1299560;;ItemFees;ShippingHB;-0.53;;;Amazon.de;25671855822
3167734460;Mon Oct 06 2025 13:00:59 GMT+0000 (GMT);Order;306-1649954-1299560;;ItemPrice;Principal;13.03;;;Amazon.de;25671855822
3167734461;Mon Oct 06 2025 13:00:59 GMT+0000 (GMT);Order;306-1649954-1299560;;ItemPrice;Tax;2.61;;;Amazon.de;25671855822
3167734462;Mon Oct 06 2025 13:00:59 GMT+0000 (GMT);Order;306-1649954-1299560;;ItemPrice;Shipping;2.87;;;Amazon.de;25671855822
3167734463;Mon Oct 06 2025 13:00:59 GMT+0000 (GMT);Order;306-1649954-1299560;;ItemPrice;ShippingTax;0.58;;;Amazon.de;25671855822
3167734464;Mon Oct 06 2025 13:00:59 GMT+0000 (GMT);Order;306-1649954-1299560;;ItemFees;Commission;-2.39;;;Amazon.de;25671855822
3167734465;Mon Oct 06 2025 13:00:59 GMT+0000 (GMT);Order;306-1649954-1299560;;ItemFees;ShippingHB;-0.53;;;Amazon.de;25671855822
3167734744;Mon Oct 06 2025 13:01:05 GMT+0000 (GMT);Order;305-8527676-1927535;;ItemPrice;Principal;42.44;;;Amazon.de;25671855822
3167734745;Mon Oct 06 2025 13:01:05 GMT+0000 (GMT);Order;305-8527676-1927535;;ItemPrice;Tax;8.49;;;Amazon.de;25671855822
3167734746;Mon Oct 06 2025 13:01:05 GMT+0000 (GMT);Order;305-8527676-1927535;;ItemPrice;Shipping;2.71;;;Amazon.de;25671855822
3167734747;Mon Oct 06 2025 13:01:05 GMT+0000 (GMT);Order;305-8527676-1927535;;ItemPrice;ShippingTax;0.54;;;Amazon.de;25671855822
3167734748;Mon Oct 06 2025 13:01:05 GMT+0000 (GMT);Order;305-8527676-1927535;;ItemFees;Commission;-7.81;;;Amazon.de;25671855822
3167734749;Mon Oct 06 2025 13:01:05 GMT+0000 (GMT);Order;305-8527676-1927535;;ItemFees;ShippingHB;-0.49;;;Amazon.de;25671855822
3167734750;Mon Oct 06 2025 13:01:05 GMT+0000 (GMT);Order;305-8527676-1927535;;ItemPrice;Principal;42.44;;;Amazon.de;25671855822
3167734751;Mon Oct 06 2025 13:01:05 GMT+0000 (GMT);Order;305-8527676-1927535;;ItemPrice;Tax;8.49;;;Amazon.de;25671855822
3167734752;Mon Oct 06 2025 13:01:05 GMT+0000 (GMT);Order;305-8527676-1927535;;ItemPrice;Shipping;2.71;;;Amazon.de;25671855822
3167734753;Mon Oct 06 2025 13:01:05 GMT+0000 (GMT);Order;305-8527676-1927535;;ItemPrice;ShippingTax;0.54;;;Amazon.de;25671855822
3167734754;Mon Oct 06 2025 13:01:05 GMT+0000 (GMT);Order;305-8527676-1927535;;ItemFees;Commission;-7.81;;;Amazon.de;25671855822
3167734755;Mon Oct 06 2025 13:01:05 GMT+0000 (GMT);Order;305-8527676-1927535;;ItemFees;ShippingHB;-0.49;;;Amazon.de;25671855822
3167734726;Mon Oct 06 2025 13:01:37 GMT+0000 (GMT);Order;303-0415980-3669124;;ItemPrice;Principal;51.54;;;Amazon.de;25671855822
3167734727;Mon Oct 06 2025 13:01:37 GMT+0000 (GMT);Order;303-0415980-3669124;;ItemPrice;Tax;10.32;;;Amazon.de;25671855822
3167734728;Mon Oct 06 2025 13:01:37 GMT+0000 (GMT);Order;303-0415980-3669124;;ItemPrice;Shipping;6.24;;;Amazon.de;25671855822
3167734729;Mon Oct 06 2025 13:01:37 GMT+0000 (GMT);Order;303-0415980-3669124;;ItemPrice;ShippingTax;1.26;;;Amazon.de;25671855822
3167734730;Mon Oct 06 2025 13:01:37 GMT+0000 (GMT);Order;303-0415980-3669124;;ItemFees;Commission;-9.48;;;Amazon.de;25671855822
3167734731;Mon Oct 06 2025 13:01:37 GMT+0000 (GMT);Order;303-0415980-3669124;;ItemFees;ShippingHB;-1.15;;;Amazon.de;25671855822
3167734430;Mon Oct 06 2025 13:01:47 GMT+0000 (GMT);Order;306-3680858-7786758;;ItemPrice;Principal;18.4;;;Amazon.de;25671855822
3167734431;Mon Oct 06 2025 13:01:47 GMT+0000 (GMT);Order;306-3680858-7786758;;ItemPrice;Tax;3.5;;;Amazon.de;25671855822
3167734432;Mon Oct 06 2025 13:01:47 GMT+0000 (GMT);Order;306-3680858-7786758;;ItemPrice;Shipping;4.12;;;Amazon.de;25671855822
3167734433;Mon Oct 06 2025 13:01:47 GMT+0000 (GMT);Order;306-3680858-7786758;;ItemPrice;ShippingTax;0.78;;;Amazon.de;25671855822
3167734434;Mon Oct 06 2025 13:01:47 GMT+0000 (GMT);Order;306-3680858-7786758;;ItemFees;Commission;-3.37;;;Amazon.de;25671855822
3167734435;Mon Oct 06 2025 13:01:47 GMT+0000 (GMT);Order;306-3680858-7786758;;ItemFees;ShippingHB;-0.76;;;Amazon.de;25671855822
3167734517;Mon Oct 06 2025 13:01:50 GMT+0000 (GMT);Order;303-4584864-6261154;;ItemPrice;Principal;26.81;;;Amazon.de;25671855822
3167734518;Mon Oct 06 2025 13:01:50 GMT+0000 (GMT);Order;303-4584864-6261154;;ItemPrice;Tax;5.09;;;Amazon.de;25671855822
3167734519;Mon Oct 06 2025 13:01:50 GMT+0000 (GMT);Order;303-4584864-6261154;;ItemPrice;Shipping;2.06;;;Amazon.de;25671855822
3167734520;Mon Oct 06 2025 13:01:50 GMT+0000 (GMT);Order;303-4584864-6261154;;ItemPrice;ShippingTax;0.39;;;Amazon.de;25671855822
3167734521;Mon Oct 06 2025 13:01:50 GMT+0000 (GMT);Order;303-4584864-6261154;;ItemFees;Commission;-4.93;;;Amazon.de;25671855822
3167734522;Mon Oct 06 2025 13:01:50 GMT+0000 (GMT);Order;303-4584864-6261154;;ItemFees;ShippingHB;-0.38;;;Amazon.de;25671855822
3167734523;Mon Oct 06 2025 13:01:50 GMT+0000 (GMT);Order;303-4584864-6261154;;ItemPrice;Principal;30.67;;;Amazon.de;25671855822
3167734524;Mon Oct 06 2025 13:01:50 GMT+0000 (GMT);Order;303-4584864-6261154;;ItemPrice;Tax;5.83;;;Amazon.de;25671855822
3167734525;Mon Oct 06 2025 13:01:50 GMT+0000 (GMT);Order;303-4584864-6261154;;ItemPrice;Shipping;2.06;;;Amazon.de;25671855822
3167734526;Mon Oct 06 2025 13:01:50 GMT+0000 (GMT);Order;303-4584864-6261154;;ItemPrice;ShippingTax;0.39;;;Amazon.de;25671855822
3167734527;Mon Oct 06 2025 13:01:50 GMT+0000 (GMT);Order;303-4584864-6261154;;ItemFees;Commission;-6.5;;;Amazon.de;25671855822
3167734528;Mon Oct 06 2025 13:01:50 GMT+0000 (GMT);Order;303-4584864-6261154;;ItemFees;ShippingHB;-0.44;;;Amazon.de;25671855822
3167734683;Mon Oct 06 2025 13:02:00 GMT+0000 (GMT);Order;305-5136256-2471551;;ItemPrice;Principal;20.29;;;Amazon.de;25671855822
3167734684;Mon Oct 06 2025 13:02:00 GMT+0000 (GMT);Order;305-5136256-2471551;;ItemPrice;Shipping;7.5;;;Amazon.de;25671855822
3167734685;Mon Oct 06 2025 13:02:00 GMT+0000 (GMT);Order;305-5136256-2471551;;ItemFees;Commission;-3.73;;;Amazon.de;25671855822
3167734686;Mon Oct 06 2025 13:02:00 GMT+0000 (GMT);Order;305-5136256-2471551;;ItemFees;ShippingHB;-1.15;;;Amazon.de;25671855822
3167734714;Mon Oct 06 2025 13:07:58 GMT+0000 (GMT);Order;302-3259660-6753130;;ItemPrice;Principal;11.82;;;Amazon.de;25671855822
3167734715;Mon Oct 06 2025 13:07:58 GMT+0000 (GMT);Order;302-3259660-6753130;;ItemPrice;Tax;2.24;;;Amazon.de;25671855822
3167734716;Mon Oct 06 2025 13:07:58 GMT+0000 (GMT);Order;302-3259660-6753130;;ItemPrice;Shipping;2.06;;;Amazon.de;25671855822
3167734717;Mon Oct 06 2025 13:07:58 GMT+0000 (GMT);Order;302-3259660-6753130;;ItemPrice;ShippingTax;0.39;;;Amazon.de;25671855822
3167734718;Mon Oct 06 2025 13:07:58 GMT+0000 (GMT);Order;302-3259660-6753130;;ItemFees;Commission;-2.18;;;Amazon.de;25671855822
3167734719;Mon Oct 06 2025 13:07:58 GMT+0000 (GMT);Order;302-3259660-6753130;;ItemFees;ShippingHB;-0.39;;;Amazon.de;25671855822
3167734720;Mon Oct 06 2025 13:07:58 GMT+0000 (GMT);Order;302-3259660-6753130;;ItemPrice;Principal;12.14;;;Amazon.de;25671855822
3167734721;Mon Oct 06 2025 13:07:58 GMT+0000 (GMT);Order;302-3259660-6753130;;ItemPrice;Tax;2.31;;;Amazon.de;25671855822
3167734722;Mon Oct 06 2025 13:07:58 GMT+0000 (GMT);Order;302-3259660-6753130;;ItemPrice;Shipping;2.06;;;Amazon.de;25671855822
3167734723;Mon Oct 06 2025 13:07:58 GMT+0000 (GMT);Order;302-3259660-6753130;;ItemPrice;ShippingTax;0.39;;;Amazon.de;25671855822
3167734724;Mon Oct 06 2025 13:07:58 GMT+0000 (GMT);Order;302-3259660-6753130;;ItemFees;Commission;-2.24;;;Amazon.de;25671855822
3167734725;Mon Oct 06 2025 13:07:58 GMT+0000 (GMT);Order;302-3259660-6753130;;ItemFees;ShippingHB;-0.39;;;Amazon.de;25671855822
3167734702;Mon Oct 06 2025 13:12:32 GMT+0000 (GMT);Order;302-2631276-6155533;;ItemPrice;Principal;41.94;;;Amazon.de;25671855822
3167734703;Mon Oct 06 2025 13:12:32 GMT+0000 (GMT);Order;302-2631276-6155533;;ItemPrice;Tax;7.98;;;Amazon.de;25671855822
3167734704;Mon Oct 06 2025 13:12:32 GMT+0000 (GMT);Order;302-2631276-6155533;;ItemPrice;Shipping;4.12;;;Amazon.de;25671855822
3167734705;Mon Oct 06 2025 13:12:32 GMT+0000 (GMT);Order;302-2631276-6155533;;ItemPrice;ShippingTax;0.78;;;Amazon.de;25671855822
3167734706;Mon Oct 06 2025 13:12:32 GMT+0000 (GMT);Order;302-2631276-6155533;;ItemFees;Commission;-7.73;;;Amazon.de;25671855822
3167734707;Mon Oct 06 2025 13:12:32 GMT+0000 (GMT);Order;302-2631276-6155533;;ItemFees;ShippingHB;-0.76;;;Amazon.de;25671855822
3167734849;Mon Oct 06 2025 13:16:46 GMT+0000 (GMT);Chargeback Refund;306-3487627-3035537;;ItemPrice;Principal;-18.91;;;Amazon.de;25671855822
3167734850;Mon Oct 06 2025 13:16:46 GMT+0000 (GMT);Chargeback Refund;306-3487627-3035537;;ItemFees;Commission;3.47;;;Amazon.de;25671855822
3167734851;Mon Oct 06 2025 13:16:46 GMT+0000 (GMT);Chargeback Refund;306-3487627-3035537;;ItemFees;RefundCommission;-0.69;;;Amazon.de;25671855822
3167729550;Mon Oct 06 2025 13:21:06 GMT+0000 (GMT);Order;403-8389842-0656349;;ItemPrice;Principal;36.03;;;Amazon.fr;25624439742
3167729551;Mon Oct 06 2025 13:21:06 GMT+0000 (GMT);Order;403-8389842-0656349;;ItemPrice;Shipping;8.9;;;Amazon.fr;25624439742
3167729552;Mon Oct 06 2025 13:21:06 GMT+0000 (GMT);Order;403-8389842-0656349;;ItemFees;Commission;-6.11;;;Amazon.fr;25624439742
3167729553;Mon Oct 06 2025 13:21:06 GMT+0000 (GMT);Order;403-8389842-0656349;;ItemFees;ShippingHB;-1.27;;;Amazon.fr;25624439742
3167729554;Mon Oct 06 2025 13:21:06 GMT+0000 (GMT);Order;403-8389842-0656349;;ItemFees;DigitalServicesFee;-0.14;;;Amazon.fr;25624439742
3167729522;Mon Oct 06 2025 13:21:10 GMT+0000 (GMT);Order;171-0951931-7812328;;ItemPrice;Principal;12.92;;;Amazon.fr;25624439742
3167729523;Mon Oct 06 2025 13:21:10 GMT+0000 (GMT);Order;171-0951931-7812328;;ItemPrice;Tax;2.58;;;Amazon.fr;25624439742
3167729524;Mon Oct 06 2025 13:21:10 GMT+0000 (GMT);Order;171-0951931-7812328;;ItemPrice;Shipping;7.08;;;Amazon.fr;25624439742
3167729525;Mon Oct 06 2025 13:21:10 GMT+0000 (GMT);Order;171-0951931-7812328;;ItemPrice;ShippingTax;1.42;;;Amazon.fr;25624439742
3167729526;Mon Oct 06 2025 13:21:10 GMT+0000 (GMT);Order;171-0951931-7812328;;ItemFees;Commission;-2.4;;;Amazon.fr;25624439742
3167729527;Mon Oct 06 2025 13:21:10 GMT+0000 (GMT);Order;171-0951931-7812328;;ItemFees;ShippingHB;-1.33;;;Amazon.fr;25624439742
3167729528;Mon Oct 06 2025 13:21:10 GMT+0000 (GMT);Order;171-0951931-7812328;;ItemFees;DigitalServicesFee;-0.08;;;Amazon.fr;25624439742
3167734837;Mon Oct 06 2025 13:21:26 GMT+0000 (GMT);Order;306-4862726-7021161;;ItemPrice;Principal;26.5;;;Amazon.de;25671855822
3167734838;Mon Oct 06 2025 13:21:26 GMT+0000 (GMT);Order;306-4862726-7021161;;ItemPrice;Tax;5.03;;;Amazon.de;25671855822
3167734839;Mon Oct 06 2025 13:21:26 GMT+0000 (GMT);Order;306-4862726-7021161;;ItemPrice;Shipping;4.12;;;Amazon.de;25671855822
3167734840;Mon Oct 06 2025 13:21:26 GMT+0000 (GMT);Order;306-4862726-7021161;;ItemPrice;ShippingTax;0.78;;;Amazon.de;25671855822
3167734841;Mon Oct 06 2025 13:21:26 GMT+0000 (GMT);Order;306-4862726-7021161;;ItemFees;Commission;-4.88;;;Amazon.de;25671855822
3167734842;Mon Oct 06 2025 13:21:26 GMT+0000 (GMT);Order;306-4862726-7021161;;ItemFees;ShippingHB;-0.77;;;Amazon.de;25671855822
3167734690;Mon Oct 06 2025 13:21:39 GMT+0000 (GMT);Order;304-7099505-4812340;;ItemPrice;Principal;12.64;;;Amazon.de;25671855822
3167734691;Mon Oct 06 2025 13:21:39 GMT+0000 (GMT);Order;304-7099505-4812340;;ItemPrice;Tax;2.4;;;Amazon.de;25671855822
3167734692;Mon Oct 06 2025 13:21:39 GMT+0000 (GMT);Order;304-7099505-4812340;;ItemPrice;Shipping;4.12;;;Amazon.de;25671855822
3167734693;Mon Oct 06 2025 13:21:39 GMT+0000 (GMT);Order;304-7099505-4812340;;ItemPrice;ShippingTax;0.78;;;Amazon.de;25671855822
3167734694;Mon Oct 06 2025 13:21:39 GMT+0000 (GMT);Order;304-7099505-4812340;;ItemFees;Commission;-2.33;;;Amazon.de;25671855822
3167734695;Mon Oct 06 2025 13:21:39 GMT+0000 (GMT);Order;304-7099505-4812340;;ItemFees;ShippingHB;-0.77;;;Amazon.de;25671855822
3167734611;Mon Oct 06 2025 13:21:43 GMT+0000 (GMT);Order;302-6435937-3441165;;ItemPrice;Principal;49.16;;;Amazon.de;25671855822
3167734612;Mon Oct 06 2025 13:21:43 GMT+0000 (GMT);Order;302-6435937-3441165;;ItemPrice;Tax;9.34;;;Amazon.de;25671855822
3167734613;Mon Oct 06 2025 13:21:43 GMT+0000 (GMT);Order;302-6435937-3441165;;ItemPrice;Shipping;4.12;;;Amazon.de;25671855822
3167734614;Mon Oct 06 2025 13:21:43 GMT+0000 (GMT);Order;302-6435937-3441165;;ItemPrice;ShippingTax;0.78;;;Amazon.de;25671855822
3167734615;Mon Oct 06 2025 13:21:43 GMT+0000 (GMT);Order;302-6435937-3441165;;ItemFees;Commission;-9.05;;;Amazon.de;25671855822
3167734616;Mon Oct 06 2025 13:21:43 GMT+0000 (GMT);Order;302-6435937-3441165;;ItemFees;ShippingHB;-0.77;;;Amazon.de;25671855822
3167734807;Mon Oct 06 2025 13:21:46 GMT+0000 (GMT);Order;304-1971425-3942759;;ItemPrice;Principal;14.2;;;Amazon.de;25671855822
3167734808;Mon Oct 06 2025 13:21:46 GMT+0000 (GMT);Order;304-1971425-3942759;;ItemPrice;Tax;2.7;;;Amazon.de;25671855822
3167734809;Mon Oct 06 2025 13:21:46 GMT+0000 (GMT);Order;304-1971425-3942759;;ItemPrice;Shipping;0.82;;;Amazon.de;25671855822
3167734810;Mon Oct 06 2025 13:21:46 GMT+0000 (GMT);Order;304-1971425-3942759;;ItemPrice;ShippingTax;0.16;;;Amazon.de;25671855822
3167734811;Mon Oct 06 2025 13:21:46 GMT+0000 (GMT);Order;304-1971425-3942759;;ItemFees;Commission;-2.6;;;Amazon.de;25671855822
3167734812;Mon Oct 06 2025 13:21:46 GMT+0000 (GMT);Order;304-1971425-3942759;;ItemFees;ShippingHB;-0.15;;;Amazon.de;25671855822
3167734813;Mon Oct 06 2025 13:21:46 GMT+0000 (GMT);Order;304-1971425-3942759;;ItemPrice;Principal;15.55;;;Amazon.de;25671855822
3167734814;Mon Oct 06 2025 13:21:46 GMT+0000 (GMT);Order;304-1971425-3942759;;ItemPrice;Tax;2.95;;;Amazon.de;25671855822
3167734815;Mon Oct 06 2025 13:21:46 GMT+0000 (GMT);Order;304-1971425-3942759;;ItemPrice;Shipping;0.82;;;Amazon.de;25671855822
3167734816;Mon Oct 06 2025 13:21:46 GMT+0000 (GMT);Order;304-1971425-3942759;;ItemPrice;ShippingTax;0.16;;;Amazon.de;25671855822
3167734817;Mon Oct 06 2025 13:21:46 GMT+0000 (GMT);Order;304-1971425-3942759;;ItemFees;Commission;-2.85;;;Amazon.de;25671855822
3167734818;Mon Oct 06 2025 13:21:46 GMT+0000 (GMT);Order;304-1971425-3942759;;ItemFees;ShippingHB;-0.15;;;Amazon.de;25671855822
3167734819;Mon Oct 06 2025 13:21:46 GMT+0000 (GMT);Order;304-1971425-3942759;;ItemPrice;Principal;14.2;;;Amazon.de;25671855822
3167734820;Mon Oct 06 2025 13:21:46 GMT+0000 (GMT);Order;304-1971425-3942759;;ItemPrice;Tax;2.7;;;Amazon.de;25671855822
3167734821;Mon Oct 06 2025 13:21:46 GMT+0000 (GMT);Order;304-1971425-3942759;;ItemPrice;Shipping;0.82;;;Amazon.de;25671855822
3167734822;Mon Oct 06 2025 13:21:46 GMT+0000 (GMT);Order;304-1971425-3942759;;ItemPrice;ShippingTax;0.16;;;Amazon.de;25671855822
3167734823;Mon Oct 06 2025 13:21:46 GMT+0000 (GMT);Order;304-1971425-3942759;;ItemFees;Commission;-2.6;;;Amazon.de;25671855822
3167734824;Mon Oct 06 2025 13:21:46 GMT+0000 (GMT);Order;304-1971425-3942759;;ItemFees;ShippingHB;-0.15;;;Amazon.de;25671855822
3167734825;Mon Oct 06 2025 13:21:46 GMT+0000 (GMT);Order;304-1971425-3942759;;ItemPrice;Principal;14.2;;;Amazon.de;25671855822
3167734826;Mon Oct 06 2025 13:21:46 GMT+0000 (GMT);Order;304-1971425-3942759;;ItemPrice;Tax;2.7;;;Amazon.de;25671855822
3167734827;Mon Oct 06 2025 13:21:46 GMT+0000 (GMT);Order;304-1971425-3942759;;ItemPrice;Shipping;0.82;;;Amazon.de;25671855822
3167734828;Mon Oct 06 2025 13:21:46 GMT+0000 (GMT);Order;304-1971425-3942759;;ItemPrice;ShippingTax;0.16;;;Amazon.de;25671855822
3167734829;Mon Oct 06 2025 13:21:46 GMT+0000 (GMT);Order;304-1971425-3942759;;ItemFees;Commission;-2.6;;;Amazon.de;25671855822
3167734830;Mon Oct 06 2025 13:21:46 GMT+0000 (GMT);Order;304-1971425-3942759;;ItemFees;ShippingHB;-0.15;;;Amazon.de;25671855822
3167734831;Mon Oct 06 2025 13:21:46 GMT+0000 (GMT);Order;304-1971425-3942759;;ItemPrice;Principal;31.01;;;Amazon.de;25671855822
3167734832;Mon Oct 06 2025 13:21:46 GMT+0000 (GMT);Order;304-1971425-3942759;;ItemPrice;Tax;5.89;;;Amazon.de;25671855822
3167734833;Mon Oct 06 2025 13:21:46 GMT+0000 (GMT);Order;304-1971425-3942759;;ItemPrice;Shipping;0.82;;;Amazon.de;25671855822
3167734834;Mon Oct 06 2025 13:21:46 GMT+0000 (GMT);Order;304-1971425-3942759;;ItemPrice;ShippingTax;0.16;;;Amazon.de;25671855822
3167734835;Mon Oct 06 2025 13:21:46 GMT+0000 (GMT);Order;304-1971425-3942759;;ItemFees;Commission;-5.7;;;Amazon.de;25671855822
3167734836;Mon Oct 06 2025 13:21:46 GMT+0000 (GMT);Order;304-1971425-3942759;;ItemFees;ShippingHB;-0.15;;;Amazon.de;25671855822
3167729463;Mon Oct 06 2025 14:38:47 GMT+0000 (GMT);Order;403-5784235-9253932;;ItemPrice;Principal;29.79;;;Amazon.fr;25624439742
3167729464;Mon Oct 06 2025 14:38:47 GMT+0000 (GMT);Order;403-5784235-9253932;;ItemPrice;Tax;5.96;;;Amazon.fr;25624439742
3167729465;Mon Oct 06 2025 14:38:47 GMT+0000 (GMT);Order;403-5784235-9253932;;ItemPrice;Shipping;7.42;;;Amazon.fr;25624439742
3167729466;Mon Oct 06 2025 14:38:47 GMT+0000 (GMT);Order;403-5784235-9253932;;ItemPrice;ShippingTax;1.48;;;Amazon.fr;25624439742
3167729467;Mon Oct 06 2025 14:38:47 GMT+0000 (GMT);Order;403-5784235-9253932;;ItemFees;Commission;-5.52;;;Amazon.fr;25624439742
3167729468;Mon Oct 06 2025 14:38:47 GMT+0000 (GMT);Order;403-5784235-9253932;;ItemFees;ShippingHB;-1.38;;;Amazon.fr;25624439742
3167729469;Mon Oct 06 2025 14:38:47 GMT+0000 (GMT);Order;403-5784235-9253932;;ItemFees;DigitalServicesFee;-0.14;;;Amazon.fr;25624439742
3177830404;Mon Oct 06 2025 14:47:53 GMT+0000 (GMT);Order;406-6181158-2761943;;ItemPrice;Principal;20.25;;;Amazon.com.be;25632254842
3177830405;Mon Oct 06 2025 14:47:53 GMT+0000 (GMT);Order;406-6181158-2761943;;ItemPrice;Tax;4.25;;;Amazon.com.be;25632254842
3177830406;Mon Oct 06 2025 14:47:53 GMT+0000 (GMT);Order;406-6181158-2761943;;ItemPrice;Shipping;3.26;;;Amazon.com.be;25632254842
